"location","class","purchase_ton","year"
"GO","CLASSE II","14631.44928956",2017
"GO","CLASSE III","25865.382781780001",2017
"GO","CLASSE IV","2555.4039819599998",2017
"MS","CLASSE I","344.58033010000003",2017
"MS","CLASSE II","10494.958580514",2017
"MS","CLASSE III","20947.700844750001",2017
"MS","CLASSE IV","1863.6972842700002",2017
"MT","CLASSE I","1071.4116902000001",2017
"MT","CLASSE II","34436.620437915997",2017
"MT","CLASSE III","55778.493492709997",2017
"MT","CLASSE IV","9351.9397571299996",2017
"Vendas sem definição","CLASSE I","498.7582984",2017
"Vendas sem definição","CLASSE II","10838.502657843999",2017
"Vendas sem definição","CLASSE III","9778.7996761108006",2017
"Vendas sem definição","CLASSE IV","264.68816470000002",2017
"Vendas Totais","CLASSE I","5050.1845586500003",2017
"Vendas Totais","CLASSE II","172969.017498437",2017
"Vendas Totais","CLASSE III","324380.76682398299",2017
"Vendas Totais","CLASSE IV","37544.97764057001",2017
"NORTE","CLASSE I","267.18368879999997",2018
"NORTE","CLASSE II","6820.6156479969986",2018
"NORTE","CLASSE III","15819.399463616008",2018
"NORTE","CLASSE IV","112.40680407000004",2018
"AC","CLASSE I","0.49443999999999988",2018
"AC","CLASSE II","125.36497978799999",2018
"AC","CLASSE III","651.33856276999973",2018
"AC","CLASSE IV","0",2018
"AM","CLASSE I","0.34860000000000002",2018
"AM","CLASSE II","28.586071799999999",2018
"AM","CLASSE III","113.40688469000001",2018
"AM","CLASSE IV","0.13999999999999999",2018
"AP","CLASSE I","1.4098158000000003",2018
"AP","CLASSE II","6.7715120000000004",2018
"AP","CLASSE III","97.727704999999986",2018
"AP","CLASSE IV","0.24091199999999999",2018
"PA","CLASSE I","76.741777499999998",2018
"PA","CLASSE II","2942.8395446059976",2018
"PA","CLASSE III","5934.0808855500009",2018
"PA","CLASSE IV","49.774508550000014",2018
"RO","CLASSE I","81.670035499999997",2018
"RO","CLASSE II","1603.9211613720004",2018
"RO","CLASSE III","3390.1181560900027",2018
"RO","CLASSE IV","28.421044240000004",2018
"RR","CLASSE I","3.7980199999999997",2018
"RR","CLASSE II","41.632042049999995",2018
"RR","CLASSE III","253.51109939999998",2018
"RR","CLASSE IV","6.612730280000001",2018
"TO","CLASSE I","102.721",2018
"TO","CLASSE II","2071.5003363810006",2018
"TO","CLASSE III","5379.216170116003",2018
"TO","CLASSE IV","27.217609000000007",2018
"NORDESTE","CLASSE I","618.39240979999988",2018
"NORDESTE","CLASSE II","18206.012142046209",2018
"NORDESTE","CLASSE III","29286.967838318997",2018
"NORDESTE","CLASSE IV","525.97600751000004",2018
"MA","CLASSE I","102.26724049999997",2018
"MA","CLASSE II","2651.1819618360005",2018
"MA","CLASSE III","6322.7289142800037",2018
"MA","CLASSE IV","39.063868990000003",2018
"PI","CLASSE I","95.154215999999991",2018
"PI","CLASSE II","1498.001768245",2018
"PI","CLASSE III","3513.5520758599987",2018
"PI","CLASSE IV","5.413318900000001",2018
"CE","CLASSE I","6.2737897",2018
"CE","CLASSE II","129.08912529",2018
"CE","CLASSE III","485.07475102000012",2018
"CE","CLASSE IV","9.4903327300000022",2018
"RN","CLASSE I","5.5336674000000006",2018
"RN","CLASSE II","216.48328915499991",2018
"RN","CLASSE III","130.03475909000005",2018
"RN","CLASSE IV","12.81285956",2018
"PB","CLASSE I","1.99369",2018
"PB","CLASSE II","460.27661975300015",2018
"PB","CLASSE III","424.06991167000007",2018
"PB","CLASSE IV","16.207233600000002",2018
"PE","CLASSE I","11.886685999999997",2018
"PE","CLASSE II","964.54588980679921",2018
"PE","CLASSE III","1591.2827780149994",2018
"PE","CLASSE IV","62.943274729999999",2018
"AL","CLASSE I","6.5774404999999989",2018
"AL","CLASSE II","785.1334300460004",2018
"AL","CLASSE III","920.91788725999993",2018
"AL","CLASSE IV","5.2511979999999996",2018
"SE","CLASSE I","1.1273795",2018
"SE","CLASSE II","239.93114207999994",2018
"SE","CLASSE III","851.39082430000008",2018
"SE","CLASSE IV","2.8712514000000007",2018
"BA","CLASSE I","387.5783002",2018
"BA","CLASSE II","11261.368915834408",2018
"BA","CLASSE III","15047.915936823996",2018
"BA","CLASSE IV","371.92266960000012",2018
"SUDESTE","CLASSE I","1574.1515482000004",2018
"SUDESTE","CLASSE II","42754.799903958839",2018
"SUDESTE","CLASSE III","71319.331319421981",2018
"SUDESTE","CLASSE IV","11355.629398730001",2018
"ES","CLASSE I","16.309820999999996",2018
"ES","CLASSE II","1035.6263380544001",2018
"ES","CLASSE III","2890.8394014400019",2018
"ES","CLASSE IV","135.6915425600001",2018
"MG","CLASSE I","512.25382150000007",2018
"MG","CLASSE II","13618.389221278394",2018
"MG","CLASSE III","24853.04911601499",2018
"MG","CLASSE IV","1609.8567463299999",2018
"RJ","CLASSE I","5.7384864999999996",2018
"RJ","CLASSE II","361.60512776600007",2018
"RJ","CLASSE III","450.43428777999986",2018
"RJ","CLASSE IV","19.261908040000002",2018
"SP","CLASSE I","1039.8494192000003",2018
"SP","CLASSE II","27739.179216860048",2018
"SP","CLASSE III","43125.008514186993",2018
"SP","CLASSE IV","9590.8192018000009",2018
"SUL","CLASSE I","1258.0009644000002",2018
"SUL","CLASSE II","36581.653531951815",2018
"SUL","CLASSE III","93911.518907912017",2018
"SUL","CLASSE IV","1964.5162042400004",2018
"PR","CLASSE I","717.68809870000018",2018
"PR","CLASSE II","17087.540775258818",2018
"PR","CLASSE III","39840.113599138014",2018
"PR","CLASSE IV","1124.3824889500004",2018
"SC","CLASSE I","93.005425299999999",2018
"SC","CLASSE II","3222.4035028931985",2018
"SC","CLASSE III","7351.317216936005",2018
"SC","CLASSE IV","209.94520686999996",2018
"RS","CLASSE I","447.30744040000002",2018
"RS","CLASSE II","16271.709253799803",2018
"RS","CLASSE III","46720.088091837999",2018
"RS","CLASSE IV","630.18850842000006",2018
"CENTRO-OESTE","CLASSE I","2767.7063344599997",2018
"CENTRO-OESTE","CLASSE II","64857.845714080206",2018
"CENTRO-OESTE","CLASSE III","108299.70589095",2018
"CENTRO-OESTE","CLASSE IV","1774.1062157000003",2018
"DF","CLASSE I","9.8595214999999978",2018
"DF","CLASSE II","256.33638286999997",2018
"DF","CLASSE III","457.87421090999999",2018
"DF","CLASSE IV","23.723841440000005",2018
"GO","CLASSE I","559.51625510000008",2018
"GO","CLASSE II","14585.344735396193",2018
"GO","CLASSE III","28512.736965399978",2018
"GO","CLASSE IV","528.91826985",2018
"MS","CLASSE I","555.99211386000002",2018
"MS","CLASSE II","11222.538104470003",2018
"MS","CLASSE III","21829.576774583977",2018
"MS","CLASSE IV","338.1867210000002",2018
"MT","CLASSE I","1642.3384439999998",2018
"MT","CLASSE II","38793.62649134401",2018
"MT","CLASSE III","57499.517940056052",2018
"MT","CLASSE IV","883.27738340999997",2018
"Vendas sem definição","CLASSE I","305.45937350000003",2018
"Vendas sem definição","CLASSE II","18503.101916588799",2018
"Vendas sem definição","CLASSE III","19955.329055599992",2018
"Vendas sem definição","CLASSE IV","440.63061909999993",2018
"Vendas Totais","CLASSE I","6790.8943191599992",2018
"Vendas Totais","CLASSE II","187724.02885662287",2018
"Vendas Totais","CLASSE III","338592.25247581903",2018
"Vendas Totais","CLASSE IV","16173.265249350003",2018
"NORTE","CLASSE I","430.28826319999996",2019
"NORTE","CLASSE II","7752.8835596500003",2019
"NORTE","CLASSE III","18153.694805248",2019
"NORTE","CLASSE IV","7.5986004699999992",2019
"AC","CLASSE I","4.6444350000000005",2019
"AC","CLASSE II","106.03657190999998",2019
"AC","CLASSE III","412.79408092",2019
"AC","CLASSE IV","3.116e-05",2019
"AM","CLASSE I","0.2653291000000001",2019
"AM","CLASSE II","25.211455337000004",2019
"AM","CLASSE III","88.224321140000001",2019
"AM","CLASSE IV","0",2019
"AP","CLASSE I","0.27560999999999997",2019
"AP","CLASSE II","4.6447815000000006",2019
"AP","CLASSE III","102.6200722",2019
"AP","CLASSE IV","0.0063845600000000009",2019
"PA","CLASSE I","107.20762000000001",2019
"PA","CLASSE II","2881.6548985620011",2019
"PA","CLASSE III","6144.3214994800019",2019
"PA","CLASSE IV","0.26870034999999998",2019
"RO","CLASSE I","151.06648100000001",2019
"RO","CLASSE II","2188.1981983969995",2019
"RO","CLASSE III","4501.8791313199999",2019
"RO","CLASSE IV","6.4547142799999992",2019
"RR","CLASSE I","3.6435011000000008",2019
"RR","CLASSE II","61.543114337999988",2019
"RR","CLASSE III","376.2270502500001",2019
"RR","CLASSE IV","0.0023799200000000002",2019
"TO","CLASSE I","163.18528699999996",2019
"TO","CLASSE II","2485.5945396059997",2019
"TO","CLASSE III","6527.6286499379985",2019
"TO","CLASSE IV","0.86639019999999989",2019
"NORDESTE","CLASSE I","808.42324292000001",2019
"NORDESTE","CLASSE II","22264.378463379806",2019
"NORDESTE","CLASSE III","32682.070390590012",2019
"NORDESTE","CLASSE IV","312.10313365000002",2019
"MA","CLASSE I","134.475044",2019
"MA","CLASSE II","3123.8628523050029",2019
"MA","CLASSE III","7322.4397089700005",2019
"MA","CLASSE IV","1.0056147500000001",2019
"PI","CLASSE I","105.54520799999999",2019
"PI","CLASSE II","1731.4625059720006",2019
"PI","CLASSE III","4469.7463346000022",2019
"PI","CLASSE IV","0.50236277000000007",2019
"CE","CLASSE I","5.8789409999999993",2019
"CE","CLASSE II","184.23524517599992",2019
"CE","CLASSE III","548.31605469999977",2019
"CE","CLASSE IV","21.790433",2019
"RN","CLASSE I","8.8586262999999974",2019
"RN","CLASSE II","189.73725084599997",2019
"RN","CLASSE III","179.47075189999995",2019
"RN","CLASSE IV","17.144354190000005",2019
"PB","CLASSE I","6.6375898999999992",2019
"PB","CLASSE II","465.56303395000009",2019
"PB","CLASSE III","527.94755842000006",2019
"PB","CLASSE IV","7.6458641599999995",2019
"PE","CLASSE I","24.627357400000001",2019
"PE","CLASSE II","1025.5250564000007",2019
"PE","CLASSE III","1881.18276646",2019
"PE","CLASSE IV","115.55184340999999",2019
"AL","CLASSE I","7.1148250000000015",2019
"AL","CLASSE II","809.92088735300047",2019
"AL","CLASSE III","861.97749808000026",2019
"AL","CLASSE IV","2.0991248000000002",2019
"SE","CLASSE I","3.7999275000000003",2019
"SE","CLASSE II","277.00067474999958",2019
"SE","CLASSE III","983.65190102000031",2019
"SE","CLASSE IV","32.1229394",2019
"BA","CLASSE I","511.48572382000003",2019
"BA","CLASSE II","14457.070956627802",2019
"BA","CLASSE III","15907.337816440007",2019
"BA","CLASSE IV","114.24059717000002",2019
"SUDESTE","CLASSE I","2285.4065480600002",2019
"SUDESTE","CLASSE II","51297.273955637356",2019
"SUDESTE","CLASSE III","75249.324859746004",2019
"SUDESTE","CLASSE IV","11922.027969855",2019
"ES","CLASSE I","21.994168900000005",2019
"ES","CLASSE II","1069.4449596816003",2019
"ES","CLASSE III","2334.6721502000005",2019
"ES","CLASSE IV","24.15984744",2019
"MG","CLASSE I","636.90886330000001",2019
"MG","CLASSE II","16050.911208257785",2019
"MG","CLASSE III","26340.996436399997",2019
"MG","CLASSE IV","1171.7709876699998",2019
"RJ","CLASSE I","4.3716349999999995",2019
"RJ","CLASSE II","200.42339081799994",2019
"RJ","CLASSE III","375.70351413999992",2019
"RJ","CLASSE IV","8.0063117599999991",2019
"SP","CLASSE I","1622.1318808599999",2019
"SP","CLASSE II","33976.494396879971",2019
"SP","CLASSE III","46197.952759006002",2019
"SP","CLASSE IV","10718.090822985001",2019
"SUL","CLASSE I","1992.4115081600003",2019
"SUL","CLASSE II","46854.794337644315",2019
"SUL","CLASSE III","100370.90288416206",2019
"SUL","CLASSE IV","1230.97950786",2019
"PR","CLASSE I","1055.6693663600001",2019
"PR","CLASSE II","22732.227670847798",2019
"PR","CLASSE III","39099.229225816023",2019
"PR","CLASSE IV","827.47931596000001",2019
"SC","CLASSE I","141.40098249999997",2019
"SC","CLASSE II","4106.3243753178012",2019
"SC","CLASSE III","8011.2682417780024",2019
"SC","CLASSE IV","183.99264524999998",2019
"RS","CLASSE I","795.34115930000007",2019
"RS","CLASSE II","20016.242291478713",2019
"RS","CLASSE III","53260.405416568035",2019
"RS","CLASSE IV","219.50754664999999",2019
"CENTRO-OESTE","CLASSE I","4200.6460300999997",2019
"CENTRO-OESTE","CLASSE II","84909.001300192627",2019
"CENTRO-OESTE","CLASSE III","120167.0213406839",2019
"CENTRO-OESTE","CLASSE IV","702.12248470999998",2019
"DF","CLASSE I","16.418113599999998",2019
"DF","CLASSE II","332.79774672099973",2019
"DF","CLASSE III","502.76725016000012",2019
"DF","CLASSE IV","18.024036910000007",2019
"GO","CLASSE I","834.55799350000007",2019
"GO","CLASSE II","17595.947392287402",2019
"GO","CLASSE III","30678.531557211987",2019
"GO","CLASSE IV","340.22613492999994",2019
"MS","CLASSE I","775.14773300000002",2019
"MS","CLASSE II","14089.285712921212",2019
"MS","CLASSE III","23238.617739593996",2019
"MS","CLASSE IV","83.274423059999975",2019
"MT","CLASSE I","2574.5221899999997",2019
"MT","CLASSE II","52890.970448263004",2019
"MT","CLASSE III","65747.104793717925",2019
"MT","CLASSE IV","260.59788981000003",2019
"Vendas sem definição","CLASSE I","374.74723749999993",2019
"Vendas sem definição","CLASSE II","14498.563366811",2019
"Vendas sem definição","CLASSE III","21355.868874450018",2019
"Vendas sem definição","CLASSE IV","715.44753400000002",2019
"Vendas Totais","CLASSE I","10091.92282994",2019
"Vendas Totais","CLASSE II","227576.89498331511",2019
"Vendas Totais","CLASSE III","367978.88315488002",2019
"Vendas Totais","CLASSE IV","14890.279230545002",2019
"NORTE","CLASSE I","608.42333660000008",2020
"NORTE","CLASSE II","10799.093593221998",2020
"NORTE","CLASSE III","23100.693114727994",2020
"NORTE","CLASSE IV","3.0879260850000003",2020
"AC","CLASSE I","5.074352499999998",2020
"AC","CLASSE II","167.04300927099993",2020
"AC","CLASSE III","749.16326400000003",2020
"AC","CLASSE IV","4.3319999999999999e-05",2020
"AM","CLASSE I","0.14901330000000004",2020
"AM","CLASSE II","15.593143077000002",2020
"AM","CLASSE III","165.28543924000004",2020
"AM","CLASSE IV","0.0070000000000000062",2020
"AP","CLASSE I","0",2020
"AP","CLASSE II","0.53042",2020
"AP","CLASSE III","98.438536199999973",2020
"AP","CLASSE IV","0",2020
"PA","CLASSE I","146.433333",2020
"PA","CLASSE II","3992.5187947209997",2020
"PA","CLASSE III","8438.9162058999937",2020
"PA","CLASSE IV","0.88606120000000022",2020
"RO","CLASSE I","216.01202600000002",2020
"RO","CLASSE II","3079.3449969969984",2020
"RO","CLASSE III","5376.6409433719991",2020
"RO","CLASSE IV","0.35647823999999995",2020
"RR","CLASSE I","6.6111387999999991",2020
"RR","CLASSE II","101.34431549999999",2020
"RR","CLASSE III","479.23966674999986",2020
"RR","CLASSE IV","0.021536200000000002",2020
"TO","CLASSE I","234.143473",2020
"TO","CLASSE II","3442.7189136559996",2020
"TO","CLASSE III","7793.0090592660008",2020
"TO","CLASSE IV","1.8168071250000002",2020
"NORDESTE","CLASSE I","1106.6547685999999",2020
"NORDESTE","CLASSE II","26226.881045849404",2020
"NORDESTE","CLASSE III","36325.831370569998",2020
"NORDESTE","CLASSE IV","427.20053291000005",2020
"MA","CLASSE I","226.59038200000003",2020
"MA","CLASSE II","3716.4697375270025",2020
"MA","CLASSE III","7520.4847369680001",2020
"MA","CLASSE IV","1.7514148",2020
"PI","CLASSE I","205.08593700000003",2020
"PI","CLASSE II","2438.1657368530032",2020
"PI","CLASSE III","4441.1662891780006",2020
"PI","CLASSE IV","20.945678700000006",2020
"CE","CLASSE I","8.6738616000000004",2020
"CE","CLASSE II","331.85370665000011",2020
"CE","CLASSE III","781.35917459999985",2020
"CE","CLASSE IV","30.069647000000003",2020
"RN","CLASSE I","7.2479382999999986",2020
"RN","CLASSE II","229.99833009800008",2020
"RN","CLASSE III","334.69999683999987",2020
"RN","CLASSE IV","14.665223240000001",2020
"PB","CLASSE I","3.5758734999999997",2020
"PB","CLASSE II","514.80293029999973",2020
"PB","CLASSE III","729.08487785999955",2020
"PB","CLASSE IV","3.10533064",2020
"PE","CLASSE I","32.849441099999993",2020
"PE","CLASSE II","1695.6004967547992",2020
"PE","CLASSE III","2697.9014320100009",2020
"PE","CLASSE IV","46.059060410000001",2020
"AL","CLASSE I","4.3045449999999992",2020
"AL","CLASSE II","833.92658334099997",2020
"AL","CLASSE III","921.15034266999999",2020
"AL","CLASSE IV","0.43623000000000001",2020
"SE","CLASSE I","14.174187400000005",2020
"SE","CLASSE II","476.27586914200026",2020
"SE","CLASSE III","832.83514193999986",2020
"SE","CLASSE IV","30.625500000000002",2020
"BA","CLASSE I","604.15260269999999",2020
"BA","CLASSE II","15989.7876551836",2020
"BA","CLASSE III","18067.149378504",2020
"BA","CLASSE IV","279.54244812000002",2020
"SUDESTE","CLASSE I","3355.943587199999",2020
"SUDESTE","CLASSE II","54574.639418676219",2020
"SUDESTE","CLASSE III","74484.560257208039",2020
"SUDESTE","CLASSE IV","11250.25007498",2020
"ES","CLASSE I","24.530187000000002",2020
"ES","CLASSE II","1227.4122602002001",2020
"ES","CLASSE III","2977.0510439500003",2020
"ES","CLASSE IV","32.251516440000003",2020
"MG","CLASSE I","843.97777670000005",2020
"MG","CLASSE II","18789.725157111403",2020
"MG","CLASSE III","29381.819548706018",2020
"MG","CLASSE IV","1186.25999533",2020
"RJ","CLASSE I","5.8243789999999995",2020
"RJ","CLASSE II","133.2722913472",2020
"RJ","CLASSE III","97.073805729999989",2020
"RJ","CLASSE IV","11.709291479999999",2020
"SP","CLASSE I","2481.611244499999",2020
"SP","CLASSE II","34424.229710017418",2020
"SP","CLASSE III","42028.615858822013",2020
"SP","CLASSE IV","10020.02927173",2020
"SUL","CLASSE I","2680.0427248000001",2020
"SUL","CLASSE II","48054.173751288195",2020
"SUL","CLASSE III","102592.03771809995",2020
"SUL","CLASSE IV","1225.8634072300001",2020
"PR","CLASSE I","1779.677027",2020
"PR","CLASSE II","24930.531216197207",2020
"PR","CLASSE III","43540.801926355954",2020
"PR","CLASSE IV","774.27149839000003",2020
"SC","CLASSE I","169.31512560000002",2020
"SC","CLASSE II","4497.5732639422049",2020
"SC","CLASSE III","8967.51621858",2020
"SC","CLASSE IV","148.04825872500004",2020
"RS","CLASSE I","731.05057219999992",2020
"RS","CLASSE II","18626.069271148779",2020
"RS","CLASSE III","50083.719573163995",2020
"RS","CLASSE IV","303.54365011499993",2020
"CENTRO-OESTE","CLASSE I","6258.7205614999993",2020
"CENTRO-OESTE","CLASSE II","100223.26602409866",2020
"CENTRO-OESTE","CLASSE III","129792.05833363404",2020
"CENTRO-OESTE","CLASSE IV","870.44166512499999",2020
"DF","CLASSE I","18.705771800000001",2020
"DF","CLASSE II","410.38288647800039",2020
"DF","CLASSE III","600.09041067999965",2020
"DF","CLASSE IV","7.0288217999999993",2020
"GO","CLASSE I","1384.2768492",2020
"GO","CLASSE II","21959.367024996602",2020
"GO","CLASSE III","34471.974997365985",2020
"GO","CLASSE IV","398.13982900499997",2020
"MS","CLASSE I","1137.6817424999997",2020
"MS","CLASSE II","14998.426186215003",2020
"MS","CLASSE III","28365.946880619991",2020
"MS","CLASSE IV","101.80361023",2020
"MT","CLASSE I","3718.0561979999993",2020
"MT","CLASSE II","62855.089926409055",2020
"MT","CLASSE III","66354.046044968054",2020
"MT","CLASSE IV","363.46940409000001",2020
"Vendas sem definição","CLASSE I","676.2965428",2020
"Vendas sem definição","CLASSE II","14815.891205161803",2020
"Vendas sem definição","CLASSE III","35320.027168859975",2020
"Vendas sem definição","CLASSE IV","973.60193499999991",2020
"Vendas Totais","CLASSE I","14686.081521499998",2020
"Vendas Totais","CLASSE II","254693.94503829625",2020
"Vendas Totais","CLASSE III","401615.20796309999",2020
"Vendas Totais","CLASSE IV","14750.44554133",2020
"NORTE","CLASSE I","984.49228389999996",2021
"NORTE","CLASSE II","13136.221817920999",2021
"NORTE","CLASSE III","23833.350516457998",2021
"NORTE","CLASSE IV","17.547538070000002",2021
"AC","CLASSE I","11.927794",2021
"AC","CLASSE II","241.733252894",2021
"AC","CLASSE III","617.59155469999996",2021
"AC","CLASSE IV","9.9560000000000002e-05",2021
"AM","CLASSE I","2.4216213",2021
"AM","CLASSE II","75.441293049999999",2021
"AM","CLASSE III","77.336458250000007",2021
"AM","CLASSE IV","0.070024000000000003",2021
"AP","CLASSE I","0.13233",2021
"AP","CLASSE II","1.5619845000000001",2021
"AP","CLASSE III","8.6912205999999994",2021
"AP","CLASSE IV","0",2021
"PA","CLASSE I","278.39229610000001",2021
"PA","CLASSE II","4386.422832065",2021
"PA","CLASSE III","8428.4970123999992",2021
"PA","CLASSE IV","2.2982826699999999",2021
"RO","CLASSE I","306.93986200000001",2021
"RO","CLASSE II","3642.0683579040001",2021
"RO","CLASSE III","5945.6181341000001",2021
"RO","CLASSE IV","0.57041472000000004",2021
"RR","CLASSE I","12.202301",2021
"RR","CLASSE II","204.94427730000001",2021
"RR","CLASSE III","488.816215",2021
"RR","CLASSE IV","12.646728",2021
"TO","CLASSE I","372.47607950000003",2021
"TO","CLASSE II","4584.0498202080098",2021
"TO","CLASSE III","8266.7999214079991",2021
"TO","CLASSE IV","1.9619891199999999",2021
"NORDESTE","CLASSE I","1651.8565315000001",2021
"NORDESTE","CLASSE II","31812.2751566119",2021
"NORDESTE","CLASSE III","37621.123185625998",2021
"NORDESTE","CLASSE IV","303.05490426",2021
"MA","CLASSE I","384.77230300000002",2021
"MA","CLASSE II","4751.5606167510005",2021
"MA","CLASSE III","8607.5040823700001",2021
"MA","CLASSE IV","11.60677044",2021
"PI","CLASSE I","297.35392899999999",2021
"PI","CLASSE II","3548.5226832489998",2021
"PI","CLASSE III","4836.0621911879998",2021
"PI","CLASSE IV","1.82228412",2021
"CE","CLASSE I","8.4568542000000004",2021
"CE","CLASSE II","254.07041530839999",2021
"CE","CLASSE III","625.76944476000006",2021
"CE","CLASSE IV","49.087116199999997",2021
"RN","CLASSE I","13.436115900000001",2021
"RN","CLASSE II","226.11657048679999",2021
"RN","CLASSE III","266.04368806000002",2021
"RN","CLASSE IV","19.18526773",2021
"PB","CLASSE I","4.3709045",2021
"PB","CLASSE II","2361.3026750499998",2021
"PB","CLASSE III","549.16514164",2021
"PB","CLASSE IV","0.32358999999999999",2021
"PE","CLASSE I","37.754483399999998",2021
"PE","CLASSE II","1430.4540729409",2021
"PE","CLASSE III","2378.4027944300001",2021
"PE","CLASSE IV","56.839371059999998",2021
"AL","CLASSE I","13.9257095",2021
"AL","CLASSE II","1004.7263642264001",2021
"AL","CLASSE III","981.93891465000002",2021
"AL","CLASSE IV","0.15985460000000001",2021
"SE","CLASSE I","14.068195299999999",2021
"SE","CLASSE II","654.29222018600001",2021
"SE","CLASSE III","729.50855750000005",2021
"SE","CLASSE IV","22.433662760000001",2021
"BA","CLASSE I","877.71803669999997",2021
"BA","CLASSE II","17581.229538413401",2021
"BA","CLASSE III","18646.728371027999",2021
"BA","CLASSE IV","141.59698735000001",2021
"SUDESTE","CLASSE I","4040.0456806000002",2021
"SUDESTE","CLASSE II","62994.489066667498",2021
"SUDESTE","CLASSE III","71448.011230624004",2021
"SUDESTE","CLASSE IV","8040.8491240000003",2021
"ES","CLASSE I","32.288614000000003",2021
"ES","CLASSE II","1252.11598299",2021
"ES","CLASSE III","2826.1194480700001",2021
"ES","CLASSE IV","16.71316156",2021
"MG","CLASSE I","1293.8814749999999",2021
"MG","CLASSE II","22010.700714197799",2021
"MG","CLASSE III","28089.567956973999",2021
"MG","CLASSE IV","1011.1095003",2021
"RJ","CLASSE I","2.8704912999999999",2021
"RJ","CLASSE II","66.575164732000005",2021
"RJ","CLASSE III","-1003.67775713",2021
"RJ","CLASSE IV","6.9712128399999997",2021
"SP","CLASSE I","2711.0051002999999",2021
"SP","CLASSE II","39665.097204747603",2021
"SP","CLASSE III","41536.00158271",2021
"SP","CLASSE IV","7006.0552492999996",2021
"SUL","CLASSE I","3322.6828095999999",2021
"SUL","CLASSE II","55651.8901347633",2021
"SUL","CLASSE III","99921.053967871994",2021
"SUL","CLASSE IV","1019.5088325299999",2021
"PR","CLASSE I","1784.3254643",2021
"PR","CLASSE II","27607.049254941001",2021
"PR","CLASSE III","40234.109901659998",2021
"PR","CLASSE IV","643.35710165",2021
"SC","CLASSE I","253.30612199999999",2021
"SC","CLASSE II","5011.2069611134002",2021
"SC","CLASSE III","8162.2117089640096",2021
"SC","CLASSE IV","137.72288807000001",2021
"RS","CLASSE I","1285.0512232999999",2021
"RS","CLASSE II","23033.6339187089",2021
"RS","CLASSE III","51524.732357248002",2021
"RS","CLASSE IV","238.42884280999999",2021
"CENTRO-OESTE","CLASSE I","9047.2949011000001",2021
"CENTRO-OESTE","CLASSE II","118905.084768171",2021
"CENTRO-OESTE","CLASSE III","129448.695403484",2021
"CENTRO-OESTE","CLASSE IV","791.78130618",2021
"DF","CLASSE I","59.222750400000002",2021
"DF","CLASSE II","685.06924810600106",2021
"DF","CLASSE III","809.36105064000003",2021
"DF","CLASSE IV","10.0586406",2021
"GO","CLASSE I","2003.6918337",2021
"GO","CLASSE II","23480.993718375001",2021
"GO","CLASSE III","32498.828762675999",2021
"GO","CLASSE IV","339.04369751000002",2021
"MS","CLASSE I","2192.7056120000002",2021
"MS","CLASSE II","18525.023078778999",2021
"MS","CLASSE III","26508.745007066002",2021
"MS","CLASSE IV","98.882945680000006",2021
"MT","CLASSE I","4791.6747050000004",2021
"MT","CLASSE II","76213.998722911099",2021
"MT","CLASSE III","69631.760583102005",2021
"MT","CLASSE IV","343.79602239000002",2021
"Vendas sem definição","CLASSE I","1034.8080869999999",2021
"Vendas sem definição","CLASSE II","16526.800616729401",2021
"Vendas sem definição","CLASSE III","26108.261031696002",2021
"Vendas sem definição","CLASSE IV","1846.2656738000001",2021
"Vendas Totais","CLASSE I","20081.180293699999",2021
"Vendas Totais","CLASSE II","299026.76156086399",2021
"Vendas Totais","CLASSE III","388380.49533576",2021
"Vendas Totais","CLASSE IV","12019.00737884",2021
