"location","class","purchase_ton","year"
"PE","CLASSE IV","235.52405576289999",2013
"AL","CLASSE I","5.8031847000000001",2013
"AL","CLASSE II","712.9788289249999",2013
"AL","CLASSE III","897.91260828399982",2013
"AL","CLASSE IV","21.270402478000001",2013
"SE","CLASSE I","4.8224102999999996",2013
"SE","CLASSE II","110.13795509200008",2013
"SE","CLASSE III","315.22515404399996",2013
"SE","CLASSE IV","20.974723800000003",2013
"BA","CLASSE I","235.31940300000002",2013
"BA","CLASSE II","9819.3530908919947",2013
"BA","CLASSE III","15166.937307048005",2013
"BA","CLASSE IV","1203.6996664401506",2013
"SUDESTE","CLASSE I","561.47291370000005",2013
"SUDESTE","CLASSE II","36764.436379879917",2013
"SUDESTE","CLASSE III","66717.396640904393",2013
"SUDESTE","CLASSE IV","8883.5389120332693",2013
"ES","CLASSE I","12.791787800000002",2013
"ES","CLASSE II","944.08535419516011",2013
"ES","CLASSE III","2522.1361691519992",2013
"ES","CLASSE IV","134.75235231000002",2013
"MG","CLASSE I","190.05948469999998",2013
"MG","CLASSE II","10090.550974898058",2013
"MG","CLASSE III","21894.629070620027",2013
"MG","CLASSE IV","2306.7802764159401",2013
"RJ","CLASSE I","11.732313099999997",2013
"RJ","CLASSE II","306.11678318099985",2013
"RJ","CLASSE III","509.10940578400022",2013
"RJ","CLASSE IV","47.974460957999987",2013
"SP","CLASSE I","346.88932810000006",2013
"SP","CLASSE II","25423.683267605698",2013
"SP","CLASSE III","41791.521995348361",2013
"SP","CLASSE IV","6394.0318223493305",2013
"SUL","CLASSE I","805.50650685900007",2013
"SUL","CLASSE II","28070.146968626155",2013
"SUL","CLASSE III","82417.567535761948",2013
"SUL","CLASSE IV","7885.8306822024369",2013
"PR","CLASSE I","408.05227115900004",2013
"PR","CLASSE II","14126.225086876413",2013
"PR","CLASSE III","38848.705919630433",2013
"PR","CLASSE IV","4310.6319113578984",2013
"SC","CLASSE I","64.652549599999986",2013
"SC","CLASSE II","3164.0946437139405",2013
"SC","CLASSE III","6893.4005279115081",2013
"SC","CLASSE IV","642.41379861019982",2013
"RS","CLASSE I","332.80168610000004",2013
"RS","CLASSE II","10779.827238035805",2013
"RS","CLASSE III","36675.461088220014",2013
"RS","CLASSE IV","2932.7849722343385",2013
"CENTRO-OESTE","CLASSE I","1279.1034639",2013
"CENTRO-OESTE","CLASSE II","47177.951239719463",2013
"CENTRO-OESTE","CLASSE III","103064.550828772",2013
"CENTRO-OESTE","CLASSE IV","8332.1693229989633",2013
"DF","CLASSE I","11.435082899999999",2013
"DF","CLASSE II","261.09564476984008",2013
"DF","CLASSE III","526.01501411999982",2013
"DF","CLASSE IV","41.078280409999998",2013
"GO","CLASSE I","364.31455759999994",2013
"GO","CLASSE II","13254.025054801488",2013
"GO","CLASSE III","30772.691483539991",2013
"GO","CLASSE IV","2332.1206300910412",2013
"MS","CLASSE I","168.06217520000001",2013
"MS","CLASSE II","7400.4901408477181",2013
"MS","CLASSE III","16192.424776062002",2013
"MS","CLASSE IV","1009.6410641681003",2013
"MT","CLASSE I","735.29164820000005",2013
"MT","CLASSE II","26262.340399300421",2013
"MT","CLASSE III","55573.419555050008",2013
"MT","CLASSE IV","4949.3293483298212",2013
"Vendas sem definição","CLASSE I","1845.9785420999999",2013
"Vendas sem definição","CLASSE II","23153.510705405006",2013
"Vendas sem definição","CLASSE III","19553.907620499995",2013
"Vendas sem definição","CLASSE IV","340.34847484000005",2013
"Vendas Totais","CLASSE I","4957.5576148590008",2013
"Vendas Totais","CLASSE II","155178.84987615808",2013
"Vendas Totais","CLASSE III","307444.40595033119",2013
"Vendas Totais","CLASSE IV","28183.735726739724",2013
"NORTE","CLASSE I","102.67248699999999",2014
"NORTE","CLASSE II","5289.1280278361073",2014
"NORTE","CLASSE III","11167.964773879299",2014
"NORTE","CLASSE IV","882.33266499999979",2014
"AC","CLASSE I","0.15610000000000002",2014
"AC","CLASSE II","101.23023158000001",2014
"AC","CLASSE III","438.91344737999998",2014
"AC","CLASSE IV","4.5138590000000001",2014
"AM","CLASSE I","4.3030270999999995",2014
"AM","CLASSE II","8.9160463300000004",2014
"AM","CLASSE III","37.881662076000005",2014
"AM","CLASSE IV","0.44371923000000002",2014
"AP","CLASSE I","0",2014
"AP","CLASSE II","73.56135780000001",2014
"AP","CLASSE III","91.232909200000009",2014
"AP","CLASSE IV","1.3027299000000001",2014
"PA","CLASSE I","22.250394600000003",2014
"PA","CLASSE II","1757.8381126449592",2014
"PA","CLASSE III","3326.2140606825005",2014
"PA","CLASSE IV","206.04064502999998",2014
"RO","CLASSE I","36.274710900000002",2014
"RO","CLASSE II","1380.7890234018294",2014
"RO","CLASSE III","3034.9451044600023",2014
"RO","CLASSE IV","256.83066040999995",2014
"RR","CLASSE I","1.0571000000000002",2014
"RR","CLASSE II","136.48985173700004",2014
"RR","CLASSE III","422.55495111999994",2014
"RR","CLASSE IV","24.998741430000003",2014
"TO","CLASSE I","38.631154399999993",2014
"TO","CLASSE II","1830.3034043423183",2014
"TO","CLASSE III","3816.2226389607972",2014
"TO","CLASSE IV","388.2023099999999",2014
"NORDESTE","CLASSE I","414.03019219999987",2014
"NORDESTE","CLASSE II","17139.602797354823",2014
"NORDESTE","CLASSE III","29746.626759689294",2014
"NORDESTE","CLASSE IV","2897.4645586249999",2014
"MA","CLASSE I","107.61797389999998",2014
"MA","CLASSE II","2519.2334149462285",2014
"MA","CLASSE III","6817.0185199568996",2014
"MA","CLASSE IV","297.76144832",2014
"PI","CLASSE I","42.02395469999999",2014
"PI","CLASSE II","1668.7905976792097",2014
"PI","CLASSE III","3508.1850800999991",2014
"PI","CLASSE IV","301.97412236999986",2014
"CE","CLASSE I","5.8709734000000005",2014
"CE","CLASSE II","154.70736286169998",2014
"CE","CLASSE III","258.49461613840015",2014
"CE","CLASSE IV","124.48950596999998",2014
"RN","CLASSE I","1.0323361",2014
"RN","CLASSE II","194.69445369158007",2014
"RN","CLASSE III","136.04264514999997",2014
"RN","CLASSE IV","54.965666670000005",2014
"PB","CLASSE I","0.50818390000000002",2014
"PB","CLASSE II","294.12167038000007",2014
"PB","CLASSE III","341.33194082",2014
"PB","CLASSE IV","18.238954000000003",2014
"PE","CLASSE I","9.5679643000000016",2014
"PE","CLASSE II","910.229519511901",2014
"PE","CLASSE III","1422.5269186960002",2014
"PE","CLASSE IV","282.47582134999993",2014
"AL","CLASSE I","3.7283836000000004",2014
"AL","CLASSE II","808.94812463100016",2014
"AL","CLASSE III","1012.183154962",2014
"AL","CLASSE IV","14.523863700000001",2014
"SE","CLASSE I","1.8708141000000003",2014
"SE","CLASSE II","108.44218553000006",2014
"SE","CLASSE III","425.14686177999994",2014
"SE","CLASSE IV","30.211976600000003",2014
"BA","CLASSE I","241.8096081999999",2014
"BA","CLASSE II","10480.435468123203",2014
"BA","CLASSE III","15825.697022085995",2014
"BA","CLASSE IV","1772.8231996450004",2014
"SUDESTE","CLASSE I","844.77800000000002",2014
"SUDESTE","CLASSE II","39998.906855905065",2014
"SUDESTE","CLASSE III","59830.423763435996",2014
"SUDESTE","CLASSE IV","10144.299466725",2014
"ES","CLASSE I","11.646752400000002",2014
"ES","CLASSE II","900.05948344208957",2014
"ES","CLASSE III","2457.1808231760001",2014
"ES","CLASSE IV","150.69585491000004",2014
"MG","CLASSE I","257.55986380000007",2014
"MG","CLASSE II","9858.0102862878139",2014
"MG","CLASSE III","21090.132343567682",2014
"MG","CLASSE IV","2254.6202217749997",2014
"RJ","CLASSE I","5.3538249000000011",2014
"RJ","CLASSE II","253.50929702929",2014
"RJ","CLASSE III","407.66182520400002",2014
"RJ","CLASSE IV","48.600315739999985",2014
"SP","CLASSE I","570.21793009999988",2014
"SP","CLASSE II","28987.327789145875",2014
"SP","CLASSE III","35875.448771488314",2014
"SP","CLASSE IV","7690.3830743000008",2014
"SUL","CLASSE I","803.97500000000002",2014
"SUL","CLASSE II","30724.888082215199",2014
"SUL","CLASSE III","86798.715788222413",2014
"SUL","CLASSE IV","8673.0255871499994",2014
"PR","CLASSE I","385.19925859999984",2014
"PR","CLASSE II","14230.130429240742",2014
"PR","CLASSE III","38489.909058654404",2014
"PR","CLASSE IV","4751.6535009199997",2014
"SC","CLASSE I","66.006251900000009",2014
"SC","CLASSE II","3156.392683310969",2014
"SC","CLASSE III","6877.3002627080032",2014
"SC","CLASSE IV","688.48567889000026",2014
"RS","CLASSE I","352.76938319999999",2014
"RS","CLASSE II","13338.364969663487",2014
"RS","CLASSE III","41431.506466860003",2014
"RS","CLASSE IV","3232.8864073399996",2014
"CENTRO-OESTE","CLASSE I","1589.6079999999999",2014
"CENTRO-OESTE","CLASSE II","52157.444948511926",2014
"CENTRO-OESTE","CLASSE III","103824.39083699348",2014
"CENTRO-OESTE","CLASSE IV","8610.3440539200019",2014
"DF","CLASSE I","8.2502457000000007",2014
"DF","CLASSE II","239.48538133788992",2014
"DF","CLASSE III","484.93022006000007",2014
"DF","CLASSE IV","40.710653740000012",2014
"GO","CLASSE I","363.01467390000005",2014
"GO","CLASSE II","13340.71410970145",2014
"GO","CLASSE III","28851.56401162751",2014
"GO","CLASSE IV","2300.2727013599997",2014
"MS","CLASSE I","221.03984030000001",2014
"MS","CLASSE II","8815.3640160583072",2014
"MS","CLASSE III","19093.844609850006",2014
"MS","CLASSE IV","1132.1355614800002",2014
"MT","CLASSE I","997.30279389999976",2014
"MT","CLASSE II","29761.881441414273",2014
"MT","CLASSE III","55394.051995455964",2014
"MT","CLASSE IV","5137.2251373400013",2014
"Vendas sem definição","CLASSE I","1040.1790199000004",2014
"Vendas sem definição","CLASSE II","19714.570302445001",2014
"Vendas sem definição","CLASSE III","16139.443495414203",2014
"Vendas sem definição","CLASSE IV","22.027097200000004",2014
"Vendas Totais","CLASSE I","4795.2420000000002",2014
"Vendas Totais","CLASSE II","165024.54101426812",2014
"Vendas Totais","CLASSE III","307507.56541763479",2014
"Vendas Totais","CLASSE IV","31229.493428620015",2014
"NORTE","CLASSE I","94.861397699999998",2015
"NORTE","CLASSE II","5313.5594456776098",2015
"NORTE","CLASSE III","11708.471095152001",2015
"NORTE","CLASSE IV","914.87863369000002",2015
"AC","CLASSE I","0.024",2015
"AC","CLASSE II","80.173692020000004",2015
"AC","CLASSE III","338.74643656000023",2015
"AC","CLASSE IV","7.1681345900000002",2015
"AM","CLASSE I","3.5054250000000002",2015
"AM","CLASSE II","6.3174181000000011",2015
"AM","CLASSE III","31.003821640000002",2015
"AM","CLASSE IV","0.84252727999999999",2015
"AP","CLASSE I","0",2015
"AP","CLASSE II","2.3867200000000004",2015
"AP","CLASSE III","51.809139999999999",2015
"AP","CLASSE IV","0.4995",2015
"PA","CLASSE I","17.620355800000002",2015
"PA","CLASSE II","2257.5456943362497",2015
"PA","CLASSE III","3645.0119980919976",2015
"PA","CLASSE IV","263.36166400000002",2015
"RO","CLASSE I","27.293181399999998",2015
"RO","CLASSE II","1135.2954597094806",2015
"RO","CLASSE III","2704.2573218800012",2015
"RO","CLASSE IV","190.23705316000002",2015
"RR","CLASSE I","0.21375",2015
"RR","CLASSE II","74.504149830000003",2015
"RR","CLASSE III","421.79047148000029",2015
"RR","CLASSE IV","20.661980790000001",2015
"TO","CLASSE I","46.204685499999997",2015
"TO","CLASSE II","1757.3363116818796",2015
"TO","CLASSE III","4515.8519055000015",2015
"TO","CLASSE IV","432.10777386999996",2015
"NORDESTE","CLASSE I","315.14098150000007",2015
"NORDESTE","CLASSE II","13634.416314875758",2015
"NORDESTE","CLASSE III","23235.399507539994",2015
"NORDESTE","CLASSE IV","3042.1893531199994",2015
"MA","CLASSE I","55.807082100000009",2015
"MA","CLASSE II","1991.43900746284",2015
"MA","CLASSE III","5259.1037940599954",2015
"MA","CLASSE IV","367.1224274700001",2015
"PI","CLASSE I","44.757238900000004",2015
"PI","CLASSE II","1071.8930283715902",2015
"PI","CLASSE III","3255.2789389",2015
"PI","CLASSE IV","231.01196073999995",2015
"CE","CLASSE I","3.1040444999999997",2015
"CE","CLASSE II","115.82488150000005",2015
"CE","CLASSE III","174.80500715999989",2015
"CE","CLASSE IV","99.585562400000015",2015
"RN","CLASSE I","1.0192131",2015
"RN","CLASSE II","128.87347789999995",2015
"RN","CLASSE III","139.4697214",2015
"RN","CLASSE IV","49.661400430000022",2015
"PB","CLASSE I","2.2715899999999998",2015
"PB","CLASSE II","306.36663563000013",2015
"PB","CLASSE III","347.55396555999999",2015
"PB","CLASSE IV","17.632182000000004",2015
"PE","CLASSE I","10.343420299999998",2015
"PE","CLASSE II","1048.3156772488603",2015
"PE","CLASSE III","1257.1537642600001",2015
"PE","CLASSE IV","247.25778776000004",2015
"AL","CLASSE I","1.5918628999999995",2015
"AL","CLASSE II","875.98930786999995",2015
"AL","CLASSE III","588.12137748000009",2015
"AL","CLASSE IV","10.847377529999999",2015
"SE","CLASSE I","3.7430289000000001",2015
"SE","CLASSE II","202.64787654",2015
"SE","CLASSE III","471.30163812000029",2015
"SE","CLASSE IV","35.389021169999999",2015
"BA","CLASSE I","192.50350080000004",2015
"BA","CLASSE II","7893.0664223524673",2015
"BA","CLASSE III","11742.611300599998",2015
"BA","CLASSE IV","1983.681633619999",2015
"SUDESTE","CLASSE I","726.47664769999994",2015
"SUDESTE","CLASSE II","45766.834537522627",2015
"SUDESTE","CLASSE III","69567.740148221012",2015
"SUDESTE","CLASSE IV","9065.6814514339949",2015
"ES","CLASSE I","8.0517918000000002",2015
"ES","CLASSE II","990.03694982000013",2015
"ES","CLASSE III","1934.31572532",2015
"ES","CLASSE IV","177.89011980999999",2015
"MG","CLASSE I","222.43837409999995",2015
"MG","CLASSE II","9941.8259580205613",2015
"MG","CLASSE III","21305.748301885018",2015
"MG","CLASSE IV","2195.688576290001",2015
"RJ","CLASSE I","6.6986251000000001",2015
"RJ","CLASSE II","233.34832028000002",2015
"RJ","CLASSE III","356.64585221999994",2015
"RJ","CLASSE IV","49.361724159999994",2015
"SP","CLASSE I","489.28785670000002",2015
"SP","CLASSE II","34601.623309402064",2015
"SP","CLASSE III","45971.030268795992",2015
"SP","CLASSE IV","6642.7410311739941",2015
"SUL","CLASSE I","856.40824090000012",2015
"SUL","CLASSE II","33936.581106831392",2015
"SUL","CLASSE III","92966.501670456491",2015
"SUL","CLASSE IV","10853.67833841",2015
"PR","CLASSE I","443.18961945000007",2015
"PR","CLASSE II","17216.282608891423",2015
"PR","CLASSE III","43724.436403106483",2015
"PR","CLASSE IV","6132.064668009999",2015
"SC","CLASSE I","98.821215299999992",2015
"SC","CLASSE II","3700.6555296362603",2015
"SC","CLASSE III","8442.8452673500014",2015
"SC","CLASSE IV","867.3871704999998",2015
"RS","CLASSE I","314.39740615000005",2015
"RS","CLASSE II","13019.642968303708",2015
"RS","CLASSE III","40799.220000000001",2015
"RS","CLASSE IV","3854.2264999000008",2015
"CENTRO-OESTE","CLASSE I","1851.2845182999997",2015
"CENTRO-OESTE","CLASSE II","51377.657628312816",2015
"CENTRO-OESTE","CLASSE III","107732.54339785001",2015
"CENTRO-OESTE","CLASSE IV","10421.238794509998",2015
"DF","CLASSE I","6.4971677999999988",2015
"DF","CLASSE II","156.76366879816999",2015
"DF","CLASSE III","353.72948544000019",2015
"DF","CLASSE IV","38.138668679999995",2015
"GO","CLASSE I","432.92825730000004",2015
"GO","CLASSE II","12238.82327346714",2015
"GO","CLASSE III","29040.608735990001",2015
"GO","CLASSE IV","2216.5402424099998",2015
"MS","CLASSE I","301.95422559999992",2015
"MS","CLASSE II","8870.1667947933711",2015
"MS","CLASSE III","22669.912664340001",2015
"MS","CLASSE IV","1654.22499988",2015
"MT","CLASSE I","1109.9048675999998",2015
"MT","CLASSE II","30111.903891254136",2015
"MT","CLASSE III","55668.292512080014",2015
"MT","CLASSE IV","6512.3348835399984",2015
"Vendas sem definição","CLASSE I","438.64970280000011",2015
"Vendas sem definição","CLASSE II","14734.127106284997",2015
"Vendas sem definição","CLASSE III","12331.173211681053",2015
"Vendas sem definição","CLASSE IV","639.90438780000022",2015
"Vendas Totais","CLASSE I","4282.8214889000001",2015
"Vendas Totais","CLASSE II","164763.1761395052",2015
"Vendas Totais","CLASSE III","317541.82903090061",2015
"Vendas Totais","CLASSE IV","34937.570958963988",2015
"NORTE","CLASSE I","128.38218599999999",2016
"NORTE","CLASSE II","5873.9122358815002",2016
"NORTE","CLASSE III","14796.656338479999",2016
"NORTE","CLASSE IV","1054.47173763",2016
"AC","CLASSE I","4.5830253000000001",2016
"AC","CLASSE II","119.75688855",2016
"AC","CLASSE III","908.82462208000004",2016
"AC","CLASSE IV","13.36655287",2016
"AM","CLASSE I","0.66720000000000002",2016
"AM","CLASSE II","19.881891400000001",2016
"AM","CLASSE III","75.775715379999994",2016
"AM","CLASSE IV","2.1906820300000001",2016
"AP","CLASSE I","0",2016
"AP","CLASSE II","2.998815",2016
"AP","CLASSE III","84.199618000000001",2016
"AP","CLASSE IV","0.56708157999999997",2016
"PA","CLASSE I","21.157305600000001",2016
"PA","CLASSE II","2279.7656579091999",2016
"PA","CLASSE III","5339.07057532",2016
"PA","CLASSE IV","362.88152351000002",2016
"RO","CLASSE I","50.353367599999999",2016
"RO","CLASSE II","1648.2225655744001",2016
"RO","CLASSE III","3624.9137064000001",2016
"RO","CLASSE IV","221.65867829000001",2016
"RR","CLASSE I","0.17397499999999999",2016
"RR","CLASSE II","70.027360650000006",2016
"RR","CLASSE III","183.31105235999999",2016
"RR","CLASSE IV","17.043942489999999",2016
"TO","CLASSE I","51.447312500000002",2016
"TO","CLASSE II","1733.2590567979",2016
"TO","CLASSE III","4580.5610489399996",2016
"TO","CLASSE IV","436.76327686000002",2016
"NORDESTE","CLASSE I","588.02374589999999",2016
"NORDESTE","CLASSE II","13984.018297229801",2016
"NORDESTE","CLASSE III","26602.39464423",2016
"NORDESTE","CLASSE IV","2592.1284351899999",2016
"MA","CLASSE I","21.5361972",2016
"MA","CLASSE II","2123.2005545078",2016
"MA","CLASSE III","6483.6601757600001",2016
"MA","CLASSE IV","335.52772788999999",2016
"PI","CLASSE I","26.183408700000001",2016
"PI","CLASSE II","1117.772326581",2016
"PI","CLASSE III","3425.362768",2016
"PI","CLASSE IV","241.29934589999999",2016
"CE","CLASSE I","4.7320215000000001",2016
"CE","CLASSE II","137.43899314999999",2016
"CE","CLASSE III","354.62829420000003",2016
"CE","CLASSE IV","38.399420910000003",2016
"RN","CLASSE I","3.0867184999999999",2016
"RN","CLASSE II","195.293768914",2016
"RN","CLASSE III","161.23842464000001",2016
"RN","CLASSE IV","53.547431029999998",2016
"PB","CLASSE I","2.0156375",2016
"PB","CLASSE II","336.88309714000002",2016
"PB","CLASSE III","383.47171644000002",2016
"PB","CLASSE IV","34.475428999999998",2016
"PE","CLASSE I","10.377921199999999",2016
"PE","CLASSE II","1204.0619362360001",2016
"PE","CLASSE III","1572.22698399",2016
"PE","CLASSE IV","150.63609828",2016
"AL","CLASSE I","2.3327",2016
"AL","CLASSE II","755.41508687999999",2016
"AL","CLASSE III","710.50663910000003",2016
"AL","CLASSE IV","12.28027576",2016
"SE","CLASSE I","2.8188974999999998",2016
"SE","CLASSE II","234.48791187",2016
"SE","CLASSE III","506.28433194000002",2016
"SE","CLASSE IV","25.935822559999998",2016
"BA","CLASSE I","514.94024379999996",2016
"BA","CLASSE II","7879.4646219509996",2016
"BA","CLASSE III","13005.015310160001",2016
"BA","CLASSE IV","1700.02688386",2016
"SUDESTE","CLASSE I","746.99281274999998",2016
"SUDESTE","CLASSE II","38584.631834017397",2016
"SUDESTE","CLASSE III","68274.467107080898",2016
"SUDESTE","CLASSE IV","9626.8548694199999",2016
"ES","CLASSE I","12.130214799999999",2016
"ES","CLASSE II","902.04071193399898",2016
"ES","CLASSE III","1958.9220217396",2016
"ES","CLASSE IV","133.20551673",2016
"MG","CLASSE I","254.94409690000001",2016
"MG","CLASSE II","10889.199824617701",2016
"MG","CLASSE III","23605.297771534999",2016
"MG","CLASSE IV","2322.0393368300001",2016
"RJ","CLASSE I","4.4864633999999999",2016
"RJ","CLASSE II","271.18990013000001",2016
"RJ","CLASSE III","408.66714975999997",2016
"RJ","CLASSE IV","26.27828418",2016
"SP","CLASSE I","475.43203764999998",2016
"SP","CLASSE II","26522.201397335699",2016
"SP","CLASSE III","42301.580164046398",2016
"SP","CLASSE IV","7145.3317316800003",2016
"SUL","CLASSE I","978.22548664999999",2016
"SUL","CLASSE II","38239.855305197801",2016
"SUL","CLASSE III","98291.195430371707",2016
"SUL","CLASSE IV","10126.431593540001",2016
"PR","CLASSE I","497.3949217",2016
"PR","CLASSE II","18163.565699978899",2016
"PR","CLASSE III","38655.247457880796",2016
"PR","CLASSE IV","5993.3712159300003",2016
"SC","CLASSE I","70.353093999999999",2016
"SC","CLASSE II","3894.2292262317001",2016
"SC","CLASSE III","7401.3618357400001",2016
"SC","CLASSE IV","705.11815701",2016
"RS","CLASSE I","410.47747095",2016
"RS","CLASSE II","16182.0603789872",2016
"RS","CLASSE III","42782.426136750903",2016
"RS","CLASSE IV","3427.9422205999999",2016
"CENTRO-OESTE","CLASSE I","1901.8636899999999",2016
"CENTRO-OESTE","CLASSE II","57361.7433237406",2016
"CENTRO-OESTE","CLASSE III","114579.213154625",2016
"CENTRO-OESTE","CLASSE IV","11687.20513584",2016
"DF","CLASSE I","10.0193274",2016
"DF","CLASSE II","233.01289191539999",2016
"DF","CLASSE III","598.04393703999995",2016
"DF","CLASSE IV","54.547813509999997",2016
"GO","CLASSE I","450.97889800000002",2016
"GO","CLASSE II","13834.5342170684",2016
"GO","CLASSE III","29796.705167445001",2016
"GO","CLASSE IV","2647.68068365",2016
"MS","CLASSE I","412.18648480000002",2016
"MS","CLASSE II","9868.3179273870992",2016
"MS","CLASSE III","20672.29171722",2016
"MS","CLASSE IV","2050.66086997",2016
"MT","CLASSE I","1028.6789798",2016
"MT","CLASSE II","33425.878287369698",2016
"MT","CLASSE III","63512.172332920003",2016
"MT","CLASSE IV","6934.3157687100002",2016
"Vendas sem definição","CLASSE I","1206.4122149",2016
"Vendas sem definição","CLASSE II","13077.0224139889",2016
"Vendas sem definição","CLASSE III","20596.232186627702",2016
"Vendas sem definição","CLASSE IV","414.9172858",2016
"Vendas Totais","CLASSE I","5549.9001361999999",2016
"Vendas Totais","CLASSE II","167121.18341005599",2016
"Vendas Totais","CLASSE III","333687.99886141537",2016
"Vendas Totais","CLASSE IV","35502.00905742",2016
"NORTE","CLASSE I","196.8278148",2017
"NORTE","CLASSE II","7656.4240972043999",2017
"NORTE","CLASSE III","19026.408192110001",2017
"NORTE","CLASSE IV","941.63497782000002",2017
"AC","CLASSE I","4.8049042999999996",2017
"AC","CLASSE II","162.27949172999999",2017
"AC","CLASSE III","800.95731316000001",2017
"AC","CLASSE IV","17.531973570000002",2017
"AM","CLASSE I","1.2184758",2017
"AM","CLASSE II","64.916789599999902",2017
"AM","CLASSE III","79.895387040000003",2017
"AM","CLASSE IV","3.2622890999999998",2017
"AP","CLASSE I","0.097500000000000003",2017
"AP","CLASSE II","6.6888775000000003",2017
"AP","CLASSE III","106.670873",2017
"AP","CLASSE IV","0.0011800000000000001",2017
"PA","CLASSE I","47.381120000000003",2017
"PA","CLASSE II","2640.1803164900002",2017
"PA","CLASSE III","8699.9655515699906",2017
"PA","CLASSE IV","219.32044676999999",2017
"RO","CLASSE I","67.664516399999997",2017
"RO","CLASSE II","2218.0897434160001",2017
"RO","CLASSE III","3839.2208052800001",2017
"RO","CLASSE IV","192.21147999999999",2017
"RR","CLASSE I","1.9278183",2017
"RR","CLASSE II","48.605763349999997",2017
"RR","CLASSE III","280.69558776000002",2017
"RR","CLASSE IV","7.2587354800000004",2017
"TO","CLASSE I","73.73348",2017
"TO","CLASSE II","2515.6631151184001",2017
"TO","CLASSE III","5219.0026742999898",2017
"TO","CLASSE IV","502.04887290000005",2017
"NORDESTE","CLASSE I","476.70587130000001",2017
"NORDESTE","CLASSE II","16143.110467841499",2017
"NORDESTE","CLASSE III","30749.354740085",2017
"NORDESTE","CLASSE IV","2773.0310600900002",2017
"MA","CLASSE I","101.3540742",2017
"MA","CLASSE II","2495.5693271800001",2017
"MA","CLASSE III","7535.7639813400001",2017
"MA","CLASSE IV","533.14703458000008",2017
"PI","CLASSE I","79.780011799999997",2017
"PI","CLASSE II","1430.48286783",2017
"PI","CLASSE III","4531.60856866001",2017
"PI","CLASSE IV","283.50386232",2017
"CE","CLASSE I","6.8800695000000003",2017
"CE","CLASSE II","164.58939228919999",2017
"CE","CLASSE III","408.58535630000102",2017
"CE","CLASSE IV","37.462467759999996",2017
"RN","CLASSE I","1.8224282000000001",2017
"RN","CLASSE II","118.3790519688",2017
"RN","CLASSE III","143.59368438000001",2017
"RN","CLASSE IV","51.364935150000001",2017
"PB","CLASSE I","1.653645",2017
"PB","CLASSE II","385.65794840000001",2017
"PB","CLASSE III","366.1737493",2017
"PB","CLASSE IV","33.515820999999995",2017
"PE","CLASSE I","9.1238352999999996",2017
"PE","CLASSE II","943.26069147400005",2017
"PE","CLASSE III","1434.75378374",2017
"PE","CLASSE IV","135.26607640999998",2017
"AL","CLASSE I","3.2039583999999999",2017
"AL","CLASSE II","977.8114434547",2017
"AL","CLASSE III","660.14035595999997",2017
"AL","CLASSE IV","6.3478755000000007",2017
"SE","CLASSE I","4.4640269999999997",2017
"SE","CLASSE II","379.94663129280002",2017
"SE","CLASSE III","534.43734910000001",2017
"SE","CLASSE IV","24.115497529999999",2017
"BA","CLASSE I","268.42382190000001",2017
"BA","CLASSE II","9247.4131139520105",2017
"BA","CLASSE III","15134.297911305001",2017
"BA","CLASSE IV","1668.30748984",2017
"SUDESTE","CLASSE I","1132.2085959999999",2017
"SUDESTE","CLASSE II","40988.407190467602",2017
"SUDESTE","CLASSE III","65365.217468238203",2017
"SUDESTE","CLASSE IV","10669.025298440009",2017
"ES","CLASSE I","12.630562899999999",2017
"ES","CLASSE II","1032.7433891799999",2017
"ES","CLASSE III","2496.1360218057998",2017
"ES","CLASSE IV","172.37929523999998",2017
"MG","CLASSE I","320.53426359999997",2017
"MG","CLASSE II","11600.844335128801",2017
"MG","CLASSE III","22375.787801189999",2017
"MG","CLASSE IV","2244.35903732",2017
"RJ","CLASSE I","4.1184778",2017
"RJ","CLASSE II","270.65928052999999",2017
"RJ","CLASSE III","368.45746105000001",2017
"RJ","CLASSE IV","23.551257199999998",2017
"SP","CLASSE I","794.9252917",2017
"SP","CLASSE II","28084.1601856288",2017
"SP","CLASSE III","40124.836184192398",2017
"SP","CLASSE IV","8228.7357086800093",2017
"SUL","CLASSE I","906.43323095000005",2017
"SUL","CLASSE II","37530.018202709303",2017
"SUL","CLASSE III","96406.465466879396",2017
"SUL","CLASSE IV","9059.106272269999",2017
"PR","CLASSE I","469.66229414999998",2017
"PR","CLASSE II","16324.781741069601",2017
"PR","CLASSE III","39388.043884732797",2017
"PR","CLASSE IV","4947.5211045599999",2017
"SC","CLASSE I","64.8951919",2017
"SC","CLASSE II","3198.2646957063998",2017
"SC","CLASSE III","8776.9340880300006",2017
"SC","CLASSE IV","588.28022395999994",2017
"RS","CLASSE I","371.87574489999997",2017
"RS","CLASSE II","18006.9717659333",2017
"RS","CLASSE III","48241.487494116598",2017
"RS","CLASSE IV","3523.3049437499999",2017
"CENTRO-OESTE","CLASSE I","1839.2507472",2017
"CENTRO-OESTE","CLASSE II","59812.554882370001",2017
"CENTRO-OESTE","CLASSE III","103054.52128056",2017
"CENTRO-OESTE","CLASSE IV","13837.491867249999",2017
"DF","CLASSE I","9.1995667999999995",2017
"DF","CLASSE II","249.52657438",2017
"DF","CLASSE III","462.94416131999998",2017
"DF","CLASSE IV","66.450843890000101",2017
"GO","CLASSE I","414.05916009999999",2017
