"long","lat","order","hole","piece","group","id","x","y","UF"
-39.959515892746,-15.9971185513147,1,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.2649955050755,-16.8590079319638,2,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.4960634169657,-16.8941074995016,3,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.6213883861265,-17.3699016372355,4,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.1984166152088,-17.7364971204076,5,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.2767447209343,-17.9353946697882,6,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.613555575554,-17.9392946217368,7,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.770211787005,-18.1537919789119,8,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.969948456605,-18.1459920750147,9,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-41.2010163684953,-18.3526895282925,10,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.9386172143148,-18.7699843867969,11,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-41.0600257781894,-19.0546808790475,12,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-40.8994531614521,-19.265278284274,13,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-41.3890038222365,-20.1895668961014,14,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-41.7884771614365,-20.2051667038959,15,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-41.8863872935934,-20.7862595442431,16,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-41.9607989940326,-20.9617573819319,17,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-42.093956773766,-20.9578574299832,18,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-42.3602723332327,-21.6286491651491,19,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-42.3054426592249,-21.7183480599678,20,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-43.0848073111936,-22.0888434950885,21,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-43.3472064653741,-21.975744888578,22,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
-44.7492795578606,-22.4047396029282,23,FALSE,"1","11.1","11",-44.63183484,-18.44591442,"MG"
